"SurveyID","Large_rock","Small_rock","AspNum1","AspNum2","AspNum3","Latitude_WGS84_Final","Longitude_WGS84_Final","AccuracyDescription","TransectAzimuth","TransectLength","TransectFeetMeters","PICode","Representative","DomLayer","Struct_Gr","Struct_Sh","Struct_Tr","LeafType","LeafPhen","Physiognomy","DomForm","CowSystem","CowSubsystem","CowClass","Vertical","Horizontal","ChannelType","Trend","SiteLocation","AdditionalNotes","FragOther","Tree_domin","H1_subcategory","HowVegChange","AltPlotsID"
"ANZA082",,,,,,"33.3061529","-116.2171012","vegetation polygon 04R1194",0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert","PALUSTRINE",,,"0","0",,"Unknown","WASH NORTH OF TRUCK HAVEN ROAD, S22 RD BASE OF SANTA ROSA MTNS. BRAIDED CHANNEL WASH, NO SURFACE WATER","GPS #C032922A",,,,,130
"ANZA083",,,,,,"33.2455107","-116.4236915",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0","meandering","Stable","NO DESCRIPTION OR LOCATION ON FIELD FORM","GPS #N040800A",,,,,131
"ANZA084",,,,,,"33.3789346","-116.1369729",,0,0,,,,"Shrub",,,,,,,"Mixed desert",,,,"0","0",,,,"GPS # T040923E",,,,,132
"ANZA085",,,,,,"33.4028469","-116.1086339",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert","RIVERINE","IMTERMITTENT","STREAMBED","0","0",,"Fluctuating","A BRANCH TRAVERTINE WASH, APPROX 1/2 MI WEST OF TRAVERTINE PALMS","GPS # T040920A",,,,,133
"ANZA086",,,,,,"33.1888852","-116.3789312",,0,0,,,,"Shrub","Open","Open",,,,,"Mixed desert",,,,"0","0",,"Stable","GALIETA CANYON","TOESLOPE NARROW, GETS ENOUGH WATER TO LOOK LIKE A WASH, WATER MOVES FAST ENOUGH TO REMOVE TEDDYBEAR BALLS",,,,,134
"ANZA087",,,,,,"33.0730123","-116.4617189",,0,0,,,,"Shrub","Intermittent","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","LOW SLOPE BETWEEN GRANITE MTN AND HUNT'S LANDING FIELD, EARTHQUAKE VALLEY. OLD CROS...?","POTENTIAL FOR TOWN TO EXPAND TO THESE AREAS IS SLIGHT, GPS #N041123A",,,,,135
"ANZA088",,,,,,"33.0744646","-116.4643671",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,,"ALLUVIAL FAN FROM NE FACING SLOPE FO GRANITE MOUNTAIN","GPS #T042519E",,,,,136
"ANZA089",,,,,,"33.073939","-116.4601431",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","WEST OF S2 SOUTH OF 78 & SISSORS CROSSING & WEST OF SMALL TOWN (LOOK UP)","SAMPLE ROCK TO ID PARENT MATERIAL",,,,,137
"ANZA090",,,,,,"33.0527648","-116.3249892",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","SOUTH FACING SLOPE OF PINYON MOUNTAIN VALLEY",,,,,,138
"ANZA091",,,,,,"33.1815751","-116.1810128","vegetation polygon 07S1036",0,0,,,,"Ground","Open","Open",,,,,"Interior dune",,,,"0","0",,"Stable","BLOW-SAND CANYON 3/4 N OF INTERSECTION OF GOAT TRAIL","NICE VIEW, BEST PLACE WE'VE SEEN TODAY    ENCELIA FARISNOSA, PSOROTHAMNUS SCHOTTII, AND PSOROTHAMNUS SPINOSUS ARE ALSO ADJACENT SERIES",,,,,139
"ANZA092",,,,,,"33.2188962","-116.4605361",,0,0,,,,"Shrub","Continuous","Open",,,,,"Mixed desert",,,,"0","0",,"Stable",,"COARSE FRAGMENTS DIFFICULT WITH EXTENSIVE GROUND COVER    PHENOLOGY GROUND IS ACTUALLY E-P",,,,,140
"ANZA093",,,,,,"33.2011994","-116.4679146",,0,0,,,,"Shrub","Continuous","Intermittent",,,,,"Mixed desert",,,,"0","0",,"Unknown","1 1/4 MI FROM S22 ON CULP VALLEY RD",,,,,,141
"ANZA094",,,,,,"33.2134954","-116.4800925",,0,0,,,,"Shrub","Intermittent","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","N OF S-22, HILL AND FLAT AREA (LOOK SAME)   NO OF POLY 19","POLY 19 IS ADJACENT SERIES",,,,,142
"ANZA095",,,,,,"33.1863299","-116.4683903",,0,0,,,,,"Intermittent","Intermittent",,,,,"Mixed desert",,,,"0","0",,"Stable","DIDNT PLAN THIS ONE-ITS NEXT TO #5 IN LITTLE N TRENDY VALLEY (OCCUPIES BASE)   BOUNDED BY ROCKY (BOULDERY) SLOPES W/ Q CORNELIUS-MULLERI","LOTS OF SOME ANNULAS ESPECIALLY:  LAYIA, CRYPTH, LASTHENIA, ERIOPH WALLECEI, BRIGHT BLUE PHACELIA, PLATYSTEMON    QUERCUS CORNELIUS-MULLERI IS ALSO AN ADJACENT SERIES",,,,,143
"ANZA096",,,,,,"32.9707047","-116.5023519",,0,0,,,,,,,,,,,"Lowland chaparral",,,,"0","0",,,"EAST OF HWY S-1, ENTER THROUGH GATE ACROSS FROM LUCKY-5 GATE.  PROCEED DOWN ROAD TO N-NE FACING LOW SLOPE ABOVE DRAINAGE AS AHOWN ON MAP.","DEER SCAT COW DUNG (SOME), GOPHER DIGGING, PACKRAT MIDDEN    PARENT MATERIAL ACTUALLY SAAL (GRBG)",,,,,144
"ANZA097",,,,,,"33.0143947","-116.3932824",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Unknown","SOUTH END BLAIR VALLEY, SEE MAP",,,,,,145
"ANZA098",,,,,,"33.2058661","-116.4880576",,0,0,,,,"Ground","Intermittent","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","3/5 MI FROM S22 ON JASPER TRAIL","ADJCENT SERIES QUERCUS, CEANOTHUS, ETC. CHAPARRAL    UP FROM POLY ON EITHER SIDE   OAK -OPEN (JUNIPER)",,,,,146
"ANZA099",,,,,,"33.2021974","-116.4963868",,0,0,,,,"Shrub","Intermittent","Open",,,,,"Mixed desert",,,,"0","0",,"Stable",,"EDGES HAVE ARTEMISAS AND HAVE OPUNTIA   MIDDLE IS ER WR M W/ HERBS    WOULDBE GREAT IN A GOOD WILDFL YR    ADJACENT SERIES SEE POLYS 15, 12, 13",,,,,147
"ANZA100",,,,,,"33.1728701","-116.4933111",,0,0,,,,"Shrub",,,,,,,"Mixed desert",,,,"0","0",,"Increasing","N-MOST VERY STEEP NW SLOPE ON E SIDE OF JASPER TRAIL","VIGUIERA PARISHII IS AN ADJACENT SERIES  DOWN E -FACING",,,,,148
"ANZA101",,,,,,"33.1772247","-116.1813938","vegetation polygon 07S1161",0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","WEST OF BLOW SAND CYN ROAD S OF DENSE & INCISED CANYON (IS LIKE A POLYGON e OF ROAD, SIMILAR SETTING)","MAYBE FROM BORREGO MTN ALLEUVIAL FANS W/ CRUST FROM MATERIAL OFF MOUNTAIN.....PARENT MATERIAL IS MISE W/METU/VOLC/GRAN CRUST        ADJACENT SERIES: ENCELIA-FOUQUIERIA   LARREA FOUQUIERIA",,,,,149
"ANZA102",,,,,,"33.1613589","-116.2349402","vegetation polygon 07R1131",0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable",,"ADJACENT SERIES INCLUDED BIRD SAGE    PERCENT COVER FOR SOILS INFO  (IN COVER CLASS)   GRAVEL:6  COBBLE: 1   LITTER: 3",,,,,150
"ANZA103",,,,,,"33.1678717","-116.2146107","vegetation polygon 07R1131",0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","W SIDE OF BUTTES PASS RD, CA 0.75 MILE N OF HWY 78          COARSE VARNISHED DESERT PAVEMNET","ADJACENT SERIES: LARREA/HILARIA/AMBROSIA SERIES",,,,,151
"ANZA104",,,,,,"33.1483643","-116.296815",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","N SID EOF SAN FELIPE WASH WEST OF POWER LINE (N OF OLD BORREGO VALLEY ROAD)","CRYPTOGAMIC SOIL   ALGAE AROUND LIGHT ROCKS",,,,,152
"ANZA105",,,,,,"33.4175438","-116.3863328",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","HIDDEN SPRING - BOWL LOCATION-END OF ROAD    WASH DOMINANT - HIGH LAND OF WASH-JACKASS FLAT","AGAVE IS ALSO AN ADJACENT SERIES  AND THE IMPACT CODES ""OTHER"" IS KILLER BEES",,,,,153
"ANZA106",,,,,,"33.3093125","-116.2004608","vegetation polygon 04R1160",0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","N SIDE OF HWY S22 OFF OF TRUCKHAVEN TRAIL   TOP OF SLOPE DROPS ABRUPTLY TO SCARP   OLD DISSECTED ALLUVIAL FAN-DESERT VARNISH HEAVY","HYPTIS AND BEBBIA ALSO ADJACENT SERIES",,,,,154
"ANZA107",,,,,,"33.3729406","-116.3281943",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","W OF ROCKHOUSE CANYON ROAD   ___M N OF N END OF CLARK DRY LAKE","CRYPTOGAMIC SOIL   BUNNY PELLETS-THEY'RE BEEN EATING ENCELIA    RED SNAKE     FAGONIA ALSO AN ADJACENT SERIES",,,,,155
"ANZA108",,,,,,"33.2853396","-116.1584913",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","S OF S22 JUST W OF SMOKE TREE WASH","CAMPING AREA   HARVESTER ANTS, BUNNY PELLETS, TERMITES    WASH INCLUSIONS-DISCETED DESERT PAVEMENT",,,,,156
"ANZA109",,,,,,"33.2826201","-116.1325398",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","S OF COUNTY ROAD S-22","HARVESTER ANTS VISIBLE   POLY DIVIDED BY SMALL WASHES WHERE VEG DIFFERS FROM MAIN GEOMORPHIC SURFACE  THEY ARE BELOW MMU & ARE NOT DISTINGUISHED IN DELINEATION",,,,,157
"ANZA110",,,,,,"33.2876317","-116.1031745",,0,0,,,,"Shrub","Intermittent","Open","Open",,,,"Mixed desert",,,,"0","0",,"Unknown","E AT CALCITE MINDE RD ON UPLAND BETWEEN SO FORK PAL CYN & MAIN PALM CYN",,,,,,158
"ANZA111",,,,,,"33.1613507","-116.3444173","vegetation polygon 07P1143",0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","1/4 MI WSW OF SHIP MT, NEAR HWYS3 ","SUBTLE DIFF IN ASSOCIATION FROM PREVIOUS (HERE-PSOROTHAMNUS, THAMNOSA, KRAMERIA ACCOUNTABLE)-WASHY DISSECTION    LITTER ""3"" IN SOILS INFO IS A COVER CLASS, PARENT MATERIAL IS CRYSTALINE-LIGHT,    ADJACENT SERIES SEEPREVIOUS FDF",,,,,159
"ANZA112",,,,,,"33.0657573","-116.1135456","vegetation polygon 09S1066",0,0,,,,"Ground","Open","Open",,,,,"Mixed desert",,,,"0","0",,"Stable","NONE LISTED ON FIELD FORM","NONE",,,,,160
"ANZA113",,,,,,"33.4069238","-116.1070994",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","TERRACE BELOW TOP OF OLD ALLUVIAL FAN, N OF TRAVERTINE PALM CANYON","CRYPTOGAMIC SOIL, RAT HILLS OBVIOUS.  GPS # N040923A",,,,,161
"ANZA114",,,,,,"33.3840421","-116.1222611",,0,0,,,,"Ground","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","TRAVERTIAL WASH AREA, APPROX 3 MI WSW OF CHLORINE PUMPING PLANT","REDIMENT WITH NSEW FACING CLOPES SOME WITH UP TO 20 DEG SLOPES AND SMALL INTERNAL DRAINAGES BELOW MMU-WE ARE INCLUDING ONE OF THOSE DRAINAGES IN OUR RELEVE.  GPS #T040922A",,,,,162
"ANZA115",,,,,,"32.7912836","-116.1089654",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","S-2 * MORTERO WASH RD. AT JUNCTION, MOSTLY NO OF MORTERO WASH RD, W OF S-2","GPS #C121219A",,,,,163
"ANZA116",,,,,,"33.1642354","-116.2917902",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","OLD BORREGO VALLEY ROAD, S OF RAMS HILL DEVELOPMENT. DISSECTED, ROUNDED OLD ALLUVIAL FAN. DESERT VARNISH ON TOPS OF INTERFLUVES.","HERBIVORY, ON ENCELIA ESPECIALLY CRYPTOGAMIC, ESP. AT EDGE OF ROCK, N FACING IN DRAW.  GPS# T121317A",,,,,164
"ANZA117",,,,,,"33.162976","-116.348072","vegetation polygon 07P1142",0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","1/3 MILE W OF SHIP MT. ALONG HWY 53","APPEARS THAT DARKER SOIL RESTRICTS KRAMERIA.  ",,,,,165
"ANZA118",,,,,,"33.183773","-116.3672501",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","OLD ALLUVIAL FAN, DISSECTED ABOUT 1/2 MILE S OF CAR PARK","FEW LARREA, MOSTLY IN RILLS.  GPS # C040800A",,,,,166
"ANZA119",,,,,,"33.4061452","-116.1095069",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","OLD ALLUVIAL SURFACE NORTH OF TRAVERTINE PALMS CANYON","DESERT VARNISH VERY DARK-ALMOST BLACK SPARSE CRYPTOGAMIC. GPS #N040921A",,,,,167
"ANZA120",,,,,,"33.350405","-116.3056256",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","1/4 MI NO OF CLARK DRY LAKE BED   200M W OF ROCKHOUSE CYN RD  ON ACTIVE ALLUVIAL FAN","MANY NATIVE ANNUALS-PLANTAGO, LEPIDIIUM LASIOCARPUM, DSESCHOLTZIA (DESERT POPPY) MALACOTHRIX (DESERT DANDYLON) MONOPTILON (DESERT DASIY)  COMMISONIA   PHACLIA   ADJACENT SERIES INCLUDES ENCELIA AND ATRIPLEX POLYCARPA",,,,,168
"ANZA121",,,,,,"33.1000942","-116.1583481",,0,0,,,,"Shrub","Open","Open",,,,,"Mixed desert",,,,"0","0",,"Stable","2 MI SW FROM OLD CANE SPRINGS ROAD  LOWER SLOPES OF HILLS","HYPTIS AND HYMENOCLEA SALSOLA ARE ALSO ADJACENT SERIES",,,,,169
"ANZA122",,,,,,"32.8328978","-116.1539894","vegetation polygon 13S1094",0,0,,,,"Ground","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,,"S OF UPPER MOUTH ","BANDS W/ HIGH BIOTITE    BANDS W/ HIGH GNEISS     BANDS W/ HIGH GRANITIC MIXTURE",,,,,170
"ANZA123",,,,,,"33.1047883","-116.2498393",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,,"~1/2 WAY UP BETWEEN MOUTH OF ","VARYING ASPECT & STEEPNESS FROM NE TO DUE E  PATCHES STRONGLY DOMINATED BY ENCELIA, PATCHES THAT ARE MIXED, PLOT CONTAINED BOTH",,,,,171
"ANZA124",,,,,,"33.1833122","-116.1749883","vegetation polygon 07S1038",0,0,,,,"Ground","Open","Open",,,,,"Mixed desert",,,,"0","0",,"Stable","ROCKY HILLSIDE S EDGE OF SAN FELIPE WAS  EAST OF GLIN SAND CANYON MOUTH, ABOVE LARGE MESQUITE PATCH","BOULDERS LARGE /1 X2M FREQUENT AFTERNOON SHADE  VEG TYPE EXTENSIVE ALONG THIS EXPOSURE (BEYOND FIELD OF VIEW)",,,,,172
"ANZA125",,,,,,"33.1631944","-116.1807914","vegetation polygon 07S1037",0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","3/4 MI N OF HWY 78.  ALONG ROAD TO BLOW SAND CANYON.","RELEVE' OCCUPIES EQUAL SLOPES OF RIDGELINE.  EACH LEG ~ 150 PACES    .... PARENT MATERIAL IS ACTUALLY FANG",,,,,173
"ANZA126",,,,,,"33.1379194","-116.2458481","vegetation polygon 08R1010",0,0,,,,"Shrub","Open","Open","Open",,,,,,,,"0","0",,"Stable","POWERLINE ROAD S OF HWY 78 - PROJECTION OF OLD ALL FAN SURFACE REMNANT WITH TOE THAT BARELY TOUCHES THE ROAD EDGE","BOTH E & W SLOPE OF THIS RIDGE REMNANT HAVE SIMILAR VEG CAN BE TREATED AS 1 POLY-  STATURE OF LARREA AND OCOTILLO SMALL        PARENT MATERIAL IS ACTUALLY FANG",,,,,174
"ANZA127",,,,,,"33.3703047","-116.329043",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","POLY #3 MAY BE 2 POLYS.  SEE COMMENTS REGARDING DIFFERENCES BTW SOUTH FACING AND EAST FACING PORTIONS OF POLY.","BIG DAMN LIZARD!  MAYE COLLARED LIZARD,*  MULTIPLE ASPECTS TOOK GENERAL ASPECT DIRECTION.  FAIR AMOUNT OF DESERT VARNISH.  ON SOUTH FACING PORT-HIGH OCOTILLO AND FAGONIA; EAST FACING LARREA AND ENCELIA",,,,,175
"ANZA128",,,,,,"33.3680528","-116.3275009",,0,0,,,,"Ground","Intermittent","Open",,,,,"Mixed desert",,,,"0","0",,"Unknown",,"FAGONIA ALSO AN ADJACENT SPECIES",,,,,176
"ANZA129",,,,,,"32.8776696","-116.1730895","vegetation polygon 12S1218",0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,,"EAST OF S2 ALONG WILLOW CREEK ROAD(SWEENEY PASS RD ON S2 SIGN) ABOUT 3 MI, NORTH SIDE. LARREA TRIDENTATA VERY WIDELY SPACED, ON CRACKED MUD BASIN PLAIN ADJACENT TO MAIN WAS, AND SLIGHTLY ABOVE IT.","LAGOMORPH PELLETS (DUNG) ABUNDANT. AMSINCKIA IS ABUNDANT IN AREAS BETWEEN LARREA",,,,,177
"ANZA130",,,,,,"33.136411","-116.3932835","vegetation polygon 08P1319",0,0,,,,"Shrub","Intermittent","Intermittent","Open",,,,"Other","PALUSTRINE",,"SCRUB-SHRUB WETLAND","0","0",,"Unknown","1 MILE W NW OF TAMARISK CAMPGROUND ALONG POWERLINE ROAD SEE MAP","PATCHES ON W SIDE OF BELLUA DOMINATED BE A. POLYCARPA, OTHERS MIXED A. POLYCARPA AND LARREA TRIDENTAT OTHERS DOMINATLY L. TRIDENTATA",,,,,178
"ANZA131",,,,,,"33.2966049","-116.1783778",,0,0,,,,"Shrub","Open","Open","Open",,,,"Other","RIVERINE","IMTERMITTENT","STREAMBED","0","0",,"Stable","PARKED AT PALO VERDE WASH TURN OUT WALKED BACK 250 TO 300 METER N/NE.","CRYPTOGRAMIC CRUST. BRAIDED LOW VOLUME WASH, SHOT FLOW IN SOME AREAS ACROSS ENTIRE POLY, FEW WASH INDICAOTR SPECIES, IE PALO VERDE",,,,,179
"ANZA132",,,,,,"33.0855332","-116.365129",,0,0,,,,"Shrub","Intermittent","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","~3.9 MI SOUTH OF HWY 78 IN MINE CANYON","QUIT EARLY DUE TO DARKNESS",,,,,180
"ANZA133",,,,,,"33.1271659","-116.4243158",,0,0,,,,"Shrub","Intermittent","Intermittent",,,,,"Mixed desert",,,,"0","0",,"Stable","PLUM CANYON, IMMEDIATELY WEST OF ROAD TO CANYON, ~1.8 MILE SOUTH OF HIGHWAY 78.","FOUND CHRISTMAS TREE IN POLYGON",,,,,181
"ANZA134",,,,,,"32.9509837","-116.3617892",,0,0,,,,"Shrub","Open","Intermittent",,,,,"Mixed desert",,,,"0","0",,"Stable","BLM SAWTOOTH WILDERNESS","BUNNY PELLETS, CRYPTOGAMIC SOIL, CREOSOTE ALL JUST UNDER TREE SIZE 2.5 METERS, FENCE LINE IMPEEDED SIZE OF RELEVE, HUMMOCKY UNDER CREOSOTE",,,,,182
"ANZA135",,,,,,"33.0563355","-116.4125439",,0,0,,,,"Shrub","Open","Intermittent",,,,,"Mixed desert",,,,"0","0",,"Stable","FARTHER UP PINON MT. VALLEY RD. OF POLY 1, MIXED DESERT SCRUB-LARREA, PLEURAPHIS","DICHELOSTEMA BLUE DIES/LASTHENIS SSP. AT FAR LEFT POINT OF TRIANGLE 1946 US GENERAL LAND OFFICE SURVEY MARKER PENALTY $250 FOR REMOVAL",,,,,183
"ANZA136",,,,,,"33.0305584","-116.3799232",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","LITTLE BLAIR VALLEY APPROX 1/2 MILE EAST OF PLAYA. ON THE GENTLE BAJADA SLOPING INTO THE PLAYA","SMALL NATIVE ANNUALS, LASTHENIA AND PLAGIOPOTHERUS, MOJAVE YUCCA CURRENTLY FRUITING.",,,,,184
"ANZA137",,,,,,"33.1693171","-116.2144712","vegetation polygon 07R1108",0,0,,,,"Shrub","Open","Open",,,,,"Mixed desert",,,,"0","0",,"Stable","MINOR SANDY WASH W OF BUTTES PASS RD. ABOUT 0.8 MILE N OF HWY 78","INTERMITTENT, VERY LOW VOLUME WASH, NO UNNATURAL DISTURBANCE OF NOTE TOO SMALL OF MICROPHYLL TREES",,,,,185
"ANZA138",,,,,,"33.1152815","-116.4251639",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","PLUM CANYON ~1 MILE FORM HWY 78; WEST FACING SLOPE ALING SIDE CREEK WASH","LOTS OF ANIMALS -HAVING NO COMPETION ON SANDY AREAS -POPPY, DAISY, INDIGO/VIOLET, LUPIA, PINK PURPLE FIDDLEBACK    -NON NATIVE ANNUALS UNDER ROCKS & SHRUBS AT BASES   ALSO PHENOLOGY IS E-P NOT JUST E",,,,,186
"ANZA139",,,,,,"33.4551685","-116.5240703",,0,0,,,,"Shrub","Intermittent","Intermittent","Continuous",,,,,,,,"0","0",,,"SOUTH FACING ALLUVIAL FAN  CA  1.5 MI UP STREAM FROM UPPER WILLOWS AND 1.5 MI DOWN FROM BASE OF TURKEY TRACK...DISSECTED W/ SMALL DIAMONDS, RELATIVELY LARGE BOULDERS","CHILOPSIS,  LEPIDO ARE ADJACENT SERIES AS ARE ENFA, AND AGAVE",,,,,187
"ANZA140",,,,,,"33.1261331","-116.4262535",,0,0,,,,"Shrub","Intermittent","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","1/8 MI W OF PLUM CANYON DIRT ROAD & 1/4 MI S OF HWY 78",,,,,,188
"ANZA141",,,,,,"33.1701172","-116.4984243","vegetation polygon 07N1056",0,0,,,,"Ground","Intermittent","Intermittent",,,,,,,,,"0","0",,,"NEAR MOUTH OF S FACING CANYON ALONG JASPER TRAIL  - TRIBUTARY OF GRAPEVINE CANYON   -WEST FACING SLOPE",,,,,,189
"ANZA142",,,,,,"32.6739523","-116.124394",,0,0,,,,"Shrub","Open","Open",,,,,"Mixed desert",,,,"0","0",,,"END OF ROAD, BEYOND DRY WATERFALL (~100 M BEYOND)  BISECTED BY SMALL RAVINE","ADJ TO ROAD INTO AREA, WHICH HAS BEEN USED AS SHOOTING GALLERY (LOTS OF SHOT UP CANS AND TRASH)  MUCH LG WOODY DEBRIS FROM PAST FIRE (JUNIPER MOSTLY)",,,,,190
"ANZA143",,,,,,"33.1701671","-116.4990628",,0,0,,,,"Ground","Intermittent","Intermittent",,,,,,,,,"0","0",,"Increasing","NEAR MOUTH OF S FACING CANYON ALONG JASPER TRAIL     -TIBUTARY OF GRAPEVINE CANYON  -EAST FACING SLOPE",,,,,,191
"ANZA144",,,,,,"33.0221593","-116.3595507",,0,0,,,,"Shrub",,,,,,,,,,,"0","0",,,,,,,,,192
"ANZA145",,,,,,"33.2784389","-116.4313651",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","BORREGO PALM CYN AT LOWER PALM GROVE ALONG NORTH FACING SLOPE","DIFFICULT CLIMB, RYELLE'S WAITING FOR US",,,,,193
"ANZA146",,,,,,"33.0367069","-116.3915748","vegetation polygon 09P1218",0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","NORTH END OF LITTLE BLAIR VALLEY","ON SOUTH VS. NORTH FACING SLOPES SPECIES OCCURANCE VARIES IN FREQUENCY.  FOR EXAMPLE, NORTH FACING HAS MORE JUNIPER, SICH, & AGDE.  SOUTH FACING HAS MORE OCOTILLO.   UTMN 36-55-300   UTME 5-56-943",,,,,194
"ANZA147",,,,,,"33.0526765","-116.3860464",,0,0,,,,"Shrub","Open","Intermittent","Open",,,,"Mixed desert",,,,"0","0",,"Stable","PINYON MOUNTAIN ROAD  2.5 MI E OF JUNCT W/ S2 (SEE MAP)","UNDULATING UPLAND WHICH HAS A MIXTURE OF N & SOUTH FACING PLANTS... NO CREOSOTE ABOVE WASHES IN THIS AREA    A CASE WHERE L. SCOPARIUS CAN INDICATE STABLE CONDITIONS?      ORANGE CRN WARBLERS, TOWNSEND WARB, MOURNING DOVE, HOUSE FINCH, SMALL MAMMAL (GOURN",,,,,195
"ANZA148",,,,,,"33.0333551","-116.3947123",,0,0,,,,"Shrub","Open","Open","Open",,,,"Mixed desert",,,,"0","0",,"Stable","EAST FACING SLOPE OVER LOOKING NORTH END LITTLE BLAIR VALLEY  2/3 UP SLOPE   MODERATELY STEEP, ROCKY, LARGE BOULDERS",,,,,,196
"ANZA149",,,,,,"33.2277376","-116.4625464",,0,0,,,,"Shrub","Intermittent","Continuous","Intermittent",,,,,"PALUSTRINE",,,"0","0",,"Fluctuating","NW OF CULP VALLEY CAMP GROUND               PENIA SPRING","GPS PT AT SW PART OF POLY      PARENT MATERIAL IS ACTUALLY GRBG-SAAL",,,,,197
"ANZA150",,,,,,"33.2100193","-116.4555723",,0,0,,,,"Ground","Continuous","Open",,,,,"Graminoid (grasslands and marshes)",,,,"0","0",,"Unknown","CULP VALLEY ROAS S OF S22                                                                                              GRASSY AREA ON EITHER SIDE OF ROAD SURROUNDED BY BOULDERED HILLS.","COURSE FRAGMENT DIFFICULT DUE TO HIGH GROUND COVER CLASS",,,,,198
"ANZA151",,,,,,"32.6615615","-116.1907309",,0,0,,,,,,,,,,,"Mixed desert",,,,"0","0",,,"E OF OLD RXR DUBBER SPR. N OF DE ANZA CAMPGROUND  ~ 200 YDS N OR TRESTLE",,,,,,199
"ANZA152",,,,,,"33.1624969","-116.5044399",,0,0,,,,"Shrub","Open","Open",,,,,"Lowland chaparral",,,,"0","0",,"Stable","GRAPEVINE CYN 1/8 E OF STUART SPRINGS    S FACING SLOPE OVER LOOKING GRAPEVINE CYN ROAD","FARTHER UP ON SLOPE PRUNUS TAPERS OUT BUT ACACIA AND RHUS  MAINTAIN  -VISUAL        .... PHENOLOGY FOR GROUND IS ACTUALLY E-P",,,,,200
"ANZA153",,,,,,"33.1590981","-116.4981245",,0,0,,,,"Shrub","Open","Open",,,,,"Mixed desert",,,,"0","0",,"Stable","S FACING SLOPE BETWEEN ANGELICA AND STEWART SPRING",,,,,,201
"ANZA154",,,,,,"32.7143639","-116.1430758",,0,0,,,"yes","Tree","Intermittent","Intermittent","Continuous",,,,"Extremely xeromorphic deciduous shrubland","PALUSTRINE","* NONE *","SCRUB-SHRUB WETLAND","0","0","Not Applicable",,"Upslope from spring at Dos Cabezas camp; UTM2 to UTM","Site fed by pipe spring; water from mountain flows more heavily in winter.",,,,,202
