SurveyID,Stratum,CodeSpecies,Species_name,SpeciesName,Species_cover,Changed,Notes,Collection,CurrPlantsSymbol
ANZA093,S,YUSC2,Yucca schidigera Roezl ex Ortgies,Yucca schidigera,0.2,0,NA,NA,YUSC2
ANZA093,S,EREL6,Eriogonum elongatum Benth.,Eriogonum elongatum,0.2,0,NA,NA,EREL6
ANZA093,S,PHCA8,Phoradendron californicum Nutt.,Phoradendron californicum,0.2,0,NA,NA,PHCA8
ANZA093,G,CUCA,Cuscuta californica Hook. & Arn.,Cuscuta californica,0.2,0,NA,NA,CUCA
ANZA093,G,PHTA,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,0.2,0,NA,NA,PHTA
ANZA093,G,ISME5,Isocoma menziesii (Hook. & Arn.) Nesom,Isocoma menziesii,0.2,0,NA,NA,ISME5
ANZA093,S,ACGR,Acacia greggii Gray,Acacia greggii,0.2,0,NA,NA,SEGR4
ANZA093,G,MIBI8,Mirabilis bigelovii Gray,Mirabilis bigelovii,0.2,0,NA,NA,MILAV
ANZA094,G,BRMAR,Bromus madritensis L. ssp. rubens (L.) Husnot,Bromus madritensis ssp. rubens,45,0,NA,NA,BRRU2
ANZA094,S,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,15,0,NA,NA,ERFA2
ANZA094,G,ERWRM,Eriogonum wrightii Torr. ex Benth. var. membranaceum S. Stokes ex Jepson,Eriogonum wrightii var. membranaceum,15,0,NA,NA,ERWRM
ANZA094,S,RHOV,Rhus ovata S. Wats.,Rhus ovata,8,0,NA,NA,RHOV
ANZA094,S,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,5,0,NA,NA,CYEC3
ANZA094,S,ERLI6,Ericameria linearifolia (DC.) Urbatsch & Wussow,Ericameria linearifolia,5,0,NA,NA,ERLI6
ANZA094,S,ERFOF,Erigeron foliosus Nutt. var. foliosus,Erigeron foliosus var. foliosus,2,0,NA,NA,ERFOF
ANZA094,G,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,2,0,NA,NA,ERFA2
ANZA094,S,ENVI,Encelia virginensis A. Nels.,Encelia virginensis,1,0,NA,NA,ENVI
ANZA094,S,PRFR,Prunus fremontii S. Wats.,Prunus fremontii,1,0,NA,NA,PRFR
ANZA094,G,ERLI6,Ericameria linearifolia (DC.) Urbatsch & Wussow,Ericameria linearifolia,1,0,NA,NA,ERLI6
ANZA094,S,YUSC2,Yucca schidigera Roezl ex Ortgies,Yucca schidigera,1,0,NA,NA,YUSC2
ANZA094,G,GUSA2,Gutierrezia sarothrae (Pursh) Britt. & Rusby,Gutierrezia sarothrae,1,0,NA,NA,GUSA2
ANZA094,S,YUWH,Yucca whipplei Torr.,Yucca whipplei,0.2,0,NA,NA,HEWH
ANZA094,S,QUCO7,Quercus cornelius-mulleri Nixon & Steele,Quercus cornelius-mulleri,0.2,0,NA,NA,QUCO7
ANZA094,S,HYSA,Hymenoclea salsola Torr. & Gray ex Gray,Hymenoclea salsola,0.2,0,NA,NA,HYSA
ANZA094,G,ENVI,Encelia virginensis A. Nels.,Encelia virginensis,0.2,0,NA,NA,ENVI
ANZA094,T,RHOV,Rhus ovata S. Wats.,Rhus ovata,0.2,0,NA,NA,RHOV
ANZA094,S,MEIM,Melica imperfecta Trin.,Melica imperfecta,0.2,0,NA,NA,MEIM
ANZA094,S,CUCAC,Cuscuta californica Hook. & Arn. var. californica,Cuscuta californica var. californica,0.2,0,NA,NA,CUCAC
ANZA094,S,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,0.2,0,NA,NA,ACSP12
ANZA094,S,ACGR,Acacia greggii Gray,Acacia greggii,0.2,0,NA,NA,SEGR4
ANZA094,S,ACCO21,Achnatherum coronatum (Thurb.) Barkworth,Achnatherum coronatum,0.2,0,NA,NA,ACCO21
ANZA094,G,CHPO12,Chamaesyce polycarpa (Benth.) Millsp. ex Parish,Chamaesyce polycarpa,0.2,0,NA,NA,CHPO12
ANZA094,G,HYSA,Hymenoclea salsola Torr. & Gray ex Gray,Hymenoclea salsola,0.2,0,NA,NA,HYSA
ANZA094,S,PHCA8,Phoradendron californicum Nutt.,Phoradendron californicum,0.2,0,NA,NA,PHCA8
ANZA094,G,QUCO7,Quercus cornelius-mulleri Nixon & Steele,Quercus cornelius-mulleri,0.2,0,NA,NA,QUCO7
ANZA094,G,GAAN,Galium andrewsii Gray,Galium andrewsii,0.2,0,NA,NA,GAAN
ANZA094,G,CUCAC,Cuscuta californica Hook. & Arn. var. californica,Cuscuta californica var. californica,0.2,0,NA,NA,CUCAC
ANZA094,G,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,0.2,0,NA,NA,LOSC2
ANZA094,G,PRFR,Prunus fremontii S. Wats.,Prunus fremontii,0.2,0,NA,NA,PRFR
ANZA094,G,YUSC2,Yucca schidigera Roezl ex Ortgies,Yucca schidigera,0.2,0,NA,NA,YUSC2
ANZA094,G,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,0.2,0,NA,NA,ACSP12
ANZA094,G,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,0.2,0,NA,NA,CYEC3
ANZA094,S,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,0.2,0,NA,NA,LOSC2
ANZA095,G,BRMAR,Bromus madritensis L. ssp. rubens (L.) Husnot,Bromus madritensis ssp. rubens,30,0,NA,NA,BRRU2
ANZA095,S,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,28,0,NA,NA,ERFA2
ANZA095,S,ENAC,Encelia actonii Elmer,Encelia actonii,7,0,NA,NA,ENAC
ANZA095,S,HYSA,Hymenoclea salsola Torr. & Gray ex Gray,Hymenoclea salsola,5,0,NA,NA,HYSA
ANZA095,G,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,4,0,NA,NA,ERFA2
ANZA095,S,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,3,0,NA,NA,LOSC2
ANZA095,S,OPAC,Opuntia acanthocarpa Engelm. & Bigelow,Opuntia acanthocarpa,3,0,NA,NA,CYACA2
ANZA095,G,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,3,0,NA,NA,LOSC2
ANZA095,G,ERLI6,Ericameria linearifolia (DC.) Urbatsch & Wussow,Ericameria linearifolia,1,0,NA,NA,ERLI6
ANZA095,S,ERLI6,Ericameria linearifolia (DC.) Urbatsch & Wussow,Ericameria linearifolia,1,0,NA,NA,ERLI6
ANZA095,S,YUSC2,Yucca schidigera Roezl ex Ortgies,Yucca schidigera,0.2,0,NA,NA,YUSC2
ANZA095,S,QUCO7,Quercus cornelius-mulleri Nixon & Steele,Quercus cornelius-mulleri,0.2,0,NA,NA,QUCO7
ANZA095,G,OPBA2,Opuntia basilaris Engelm. & Bigelow,Opuntia basilaris,0.2,0,NA,NA,OPBA2
ANZA095,S,RHOV,Rhus ovata S. Wats.,Rhus ovata,0.2,0,NA,NA,RHOV
ANZA095,G,OPAC,Opuntia acanthocarpa Engelm. & Bigelow,Opuntia acanthocarpa,0.2,0,NA,NA,CYACA2
ANZA095,G,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,0.2,0,NA,NA,ACSP12
ANZA095,G,ENAC,Encelia actonii Elmer,Encelia actonii,0.2,0,NA,NA,ENAC
ANZA095,G,BRTE,Bromus tectorum L.,Bromus tectorum,0.2,0,NA,NA,BRTE
ANZA095,S,PECE2,Penstemon centranthifolius Benth.,Penstemon centranthifolius,0.2,0,NA,NA,PECE2
ANZA096,S,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,63,0,NA,NA,ERFA2
ANZA096,G,BRTE,Bromus tectorum L.,Bromus tectorum,8,0,NA,NA,BRTE
ANZA096,S,BRDI3,Bromus diandrus Roth,Bromus diandrus,3,0,NA,NA,BRDI3
ANZA096,G,BRDI3,Bromus diandrus Roth,Bromus diandrus,2,0,NA,NA,BRDI3
ANZA096,S,QUCO7,Quercus cornelius-mulleri Nixon & Steele,Quercus cornelius-mulleri,2,0,NA,NA,QUCO7
ANZA096,S,PECE2,Penstemon centranthifolius Benth.,Penstemon centranthifolius,1,0,NA,NA,PECE2
ANZA096,T,QUCH2,Quercus chrysolepis Liebm.,Quercus chrysolepis,1,0,NA,NA,QUCH2
ANZA096,S,QUCH2,Quercus chrysolepis Liebm.,Quercus chrysolepis,0.2,0,NA,NA,QUCH2
ANZA096,S,ELIN7,Elytrigia intermedia (Host) Nevski,Elytrigia intermedia,0.2,0,NA,NA,THIN6
ANZA096,S,RHOV,Rhus ovata S. Wats.,Rhus ovata,0.2,0,NA,NA,RHOV
ANZA096,S,YUSC2,Yucca schidigera Roezl ex Ortgies,Yucca schidigera,0.2,0,NA,NA,YUSC2
ANZA096,G,MIMU,Mirabilis multiflora (Torr.) Gray,Mirabilis multiflora,0.2,0,NA,NA,MIMU
ANZA096,S,RHTO6,Rhamnus tomentella Benth.,Rhamnus tomentella,0.2,0,NA,NA,FRCAT2
ANZA096,S,GANU,Galium nuttallii Gray,Galium nuttallii,0.2,0,NA,NA,GANU
ANZA096,S,ARDR4,Artemisia dracunculus L.,Artemisia dracunculus,0.2,0,NA,NA,ARDR4
ANZA096,G,DAWR2,Datura wrightii Regel,Datura wrightii,0.2,0,NA,NA,DAWR2
ANZA096,G,ERCI6,Erodium cicutarium (L.) L'Hr. ex Ait.,Erodium cicutarium,0.2,0,NA,NA,ERCI6
ANZA096,S,PRIL,Prunus ilicifolia (Nutt. ex Hook. & Arn.) D. Dietr.,Prunus ilicifolia,0.2,0,NA,NA,PRIL
ANZA097,G,BRMAR,Bromus madritensis L. ssp. rubens (L.) Husnot,Bromus madritensis ssp. rubens,30,0,NA,NA,BRRU2
ANZA097,S,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,20,0,NA,NA,ERFA2
ANZA097,S,AGDE,Agave deserti Engelm.,Agave deserti,6,0,NA,NA,AGDE
ANZA097,S,VIPA14,Viguiera parishii Greene,Viguiera parishii,2,0,NA,NA,VIPA14
ANZA097,S,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,1,0,NA,NA,CYEC3
ANZA097,S,EPNE,Ephedra nevadensis S. Wats.,Ephedra nevadensis,1,0,NA,NA,EPNE
ANZA097,T,AGDE,Agave deserti Engelm.,Agave deserti,1,0,NA,NA,AGDE
ANZA097,S,CHTE4,Chrysothamnus teretifolius (Dur. & Hilg.) Hall,Chrysothamnus teretifolius,0.2,0,NA,NA,ERTE18
ANZA097,S,YUSC2,Yucca schidigera Roezl ex Ortgies,Yucca schidigera,0.2,0,NA,NA,YUSC2
ANZA097,S,OPAC,Opuntia acanthocarpa Engelm. & Bigelow,Opuntia acanthocarpa,0.2,0,NA,NA,CYACA2
ANZA097,S,ARPU9,Aristida purpurea Nutt.,Aristida purpurea,0.2,0,NA,NA,ARPU9
ANZA097,S,THMO,Thamnosma montana Torr. & Frm.,Thamnosma montana,0.2,0,NA,NA,THMO
ANZA097,G,ADPO,Adenophyllum porophylloides (Gray) Strother,Adenophyllum porophylloides,0.2,0,NA,NA,ADPO
ANZA097,G,ERINI4,Eriogonum inflatum Torr. & Frm. var. inflatum,Eriogonum inflatum var. inflatum,0.2,0,NA,NA,ERINI4
ANZA097,S,ARPE2,Arabis perennans S. Wats.,Arabis perennans,0.2,0,NA,NA,ARPE2
ANZA097,S,SPAM2,Sphaeralcea ambigua Gray,Sphaeralcea ambigua,0.2,0,NA,NA,SPAM2
ANZA097,S,DUSAA,Dudleya saxosa (M.E. Jones) Britt. & Rose ssp. aloides (Rose) Moran,Dudleya saxosa ssp. aloides,0.2,0,NA,NA,DUSAA
ANZA097,S,JUCA7,Juniperus californica Carr.,Juniperus californica,0.2,0,NA,NA,JUCA7
ANZA097,S,GAAN2,Galium angustifolium Nutt. ex Gray,Galium angustifolium,0.2,0,NA,NA,GAAN2
ANZA097,S,FOSP2,Fouquieria splendens Engelm.,Fouquieria splendens,0.2,0,NA,NA,FOSP2
ANZA097,S,FECY,Ferocactus cylindraceus (Engelm.) Orcutt,Ferocactus cylindraceus,0.2,0,NA,NA,FECY
ANZA097,S,ERINI4,Eriogonum inflatum Torr. & Frm. var. inflatum,Eriogonum inflatum var. inflatum,0.2,0,NA,NA,ERINI4
ANZA097,S,KRGR,Krameria grayi Rose & Painter,Krameria grayi,0.2,0,NA,NA,KRGR
ANZA097,T,FOSP2,Fouquieria splendens Engelm.,Fouquieria splendens,0.2,0,NA,NA,FOSP2
ANZA097,S,AMDU2,Ambrosia dumosa (Gray) Payne,Ambrosia dumosa,0.2,0,NA,NA,AMDU2
ANZA097,G,PLRI3,Pleuraphis rigida Thurb.,Pleuraphis rigida,0.2,0,NA,NA,PLRI3
ANZA097,S,ACSP,Acamptopappus sphaerocephalus (Harvey & Gray ex Gray) Gray,Acamptopappus sphaerocephalus,0.2,0,NA,NA,ACSP
ANZA097,G,OPBA2,Opuntia basilaris Engelm. & Bigelow,Opuntia basilaris,0.2,0,NA,NA,OPBA2
ANZA097,G,GUCA,Gutierrezia californica (DC.) Torr. & Gray,Gutierrezia californica,0.2,0,NA,NA,GUCA
ANZA097,G,PEMUC,Pellaea mucronata (D.C. Eat.) D.C. Eat. var. californica (Lemmon) Munz & Johnston,Pellaea mucronata var. californica,0.2,0,NA,NA,PEMUC2
ANZA097,G,STPA4,Stephanomeria pauciflora (Torr.) A. Nels.,Stephanomeria pauciflora,0.2,0,NA,NA,STPA4
ANZA097,G,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,0.2,0,NA,NA,CYEC3
ANZA097,G,ARPU9,Aristida purpurea Nutt.,Aristida purpurea,0.2,0,NA,NA,ARPU9
ANZA097,G,FOSP2,Fouquieria splendens Engelm.,Fouquieria splendens,0.2,0,NA,NA,FOSP2
ANZA097,G,AGDE,Agave deserti Engelm.,Agave deserti,0.2,0,NA,NA,AGDE
ANZA097,G,FECY,Ferocactus cylindraceus (Engelm.) Orcutt,Ferocactus cylindraceus,0.2,0,NA,NA,FECY
ANZA097,S,SICH,Simmondsia chinensis (Link) Schneid.,Simmondsia chinensis,0.2,0,NA,NA,SICH
ANZA097,G,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,0.2,0,NA,NA,ERFA2
ANZA097,G,CHPO12,Chamaesyce polycarpa (Benth.) Millsp. ex Parish,Chamaesyce polycarpa,0.2,0,NA,NA,CHPO12
ANZA097,G,LOSCB2,Lotus scoparius (Nutt.) Ottley ssp. brevialatus (Ottley) Munz,Lotus scoparius ssp. brevialatus,0.2,0,NA,NA,LOSCB
ANZA097,G,ECEN,Echinocereus engelmannii (Parry ex Engelm.) Lem.,Echinocereus engelmannii,0.2,0,NA,NA,ECEN
ANZA097,G,ENVI,Encelia virginensis A. Nels.,Encelia virginensis,0.2,0,NA,NA,ENVI
ANZA097,G,MIBI8,Mirabilis bigelovii Gray,Mirabilis bigelovii,0.2,0,NA,NA,MILAV
ANZA097,G,MADI3,Mammillaria dioica K. Brandeg.,Mammillaria dioica,0.2,0,NA,NA,MADI3
ANZA098,G,ERWRM,Eriogonum wrightii Torr. ex Benth. var. membranaceum S. Stokes ex Jepson,Eriogonum wrightii var. membranaceum,68,0,NA,NA,ERWRM
ANZA098,G,BRMAR,Bromus madritensis L. ssp. rubens (L.) Husnot,Bromus madritensis ssp. rubens,20,0,NA,NA,BRRU2
ANZA098,S,OPAC,Opuntia acanthocarpa Engelm. & Bigelow,Opuntia acanthocarpa,17,0,NA,NA,CYACA2
ANZA098,S,ARTR2,Artemisia tridentata Nutt.,Artemisia tridentata,12,0,NA,NA,ARTR2
ANZA098,G,ERCI6,Erodium cicutarium (L.) L'Hr. ex Ait.,Erodium cicutarium,10,0,NA,NA,ERCI6
ANZA098,G,GUSA2,Gutierrezia sarothrae (Pursh) Britt. & Rusby,Gutierrezia sarothrae,8,0,NA,NA,GUSA2
ANZA098,S,CEBE3,Cercocarpus betuloides Nutt.,Cercocarpus betuloides,6,0,NA,NA,CEMOG
ANZA098,S,RHOV,Rhus ovata S. Wats.,Rhus ovata,4,0,NA,NA,RHOV
ANZA098,S,QUPA10,Quercus palmeri Engelm.,Quercus palmeri,3,0,NA,NA,QUPA10
ANZA098,S,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,3,0,NA,NA,ERFA2
ANZA098,G,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,1,0,NA,NA,ACSP12
ANZA098,S,PENST,Penstemon Schmidel,Penstemon,0.2,0,NA,NA,PENST
ANZA098,T,JUCA7,Juniperus californica Carr.,Juniperus californica,0.2,0,NA,NA,JUCA7
ANZA099,G,ERWRM,Eriogonum wrightii Torr. ex Benth. var. membranaceum S. Stokes ex Jepson,Eriogonum wrightii var. membranaceum,48,0,NA,NA,ERWRM
ANZA099,G,BRMAR,Bromus madritensis L. ssp. rubens (L.) Husnot,Bromus madritensis ssp. rubens,30,0,NA,NA,BRRU2
ANZA099,S,ARTR2,Artemisia tridentata Nutt.,Artemisia tridentata,25,0,NA,NA,ARTR2
ANZA099,G,LACA7,Lasthenia californica DC. ex Lindl.,Lasthenia californica,10,0,NA,NA,LACA7
ANZA099,G,ERCI6,Erodium cicutarium (L.) L'Hr. ex Ait.,Erodium cicutarium,8,0,NA,NA,ERCI6
ANZA099,S,PECE2,Penstemon centranthifolius Benth.,Penstemon centranthifolius,3,0,NA,NA,PECE2
ANZA099,S,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,2,0,NA,NA,ERFA2
ANZA099,G,ASCA3,Asclepias californica Greene,Asclepias californica,0.2,0,NA,NA,ASCA3
ANZA099,G,GUSA2,Gutierrezia sarothrae (Pursh) Britt. & Rusby,Gutierrezia sarothrae,0.2,0,NA,NA,GUSA2
ANZA099,S,QUCO7,Quercus cornelius-mulleri Nixon & Steele,Quercus cornelius-mulleri,0.2,0,NA,NA,QUCO7
ANZA099,S,OPAC,Opuntia acanthocarpa Engelm. & Bigelow,Opuntia acanthocarpa,0.2,0,NA,NA,CYACA2
ANZA099,G,OPAC,Opuntia acanthocarpa Engelm. & Bigelow,Opuntia acanthocarpa,0.2,0,NA,NA,CYACA2
ANZA099,G,ECEN,Echinocereus engelmannii (Parry ex Engelm.) Lem.,Echinocereus engelmannii,0.2,0,NA,NA,ECEN
ANZA099,G,OPCH,Opuntia chlorotica Engelm. & Bigelow,Opuntia chlorotica,0.2,0,NA,NA,OPCH
ANZA099,G,LEFI11,Lessingia filaginifolia (Hook. & Arn.) M.A. Lane,Lessingia filaginifolia,0.2,0,NA,NA,COFIF
ANZA099,G,PECE2,Penstemon centranthifolius Benth.,Penstemon centranthifolius,0.2,0,NA,NA,PECE2
ANZA099,G,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,0.2,0,NA,NA,ACSP12
ANZA099,G,ORCAF,Orobanche californica Cham. & Schlecht. ssp. feudgei (Munz) Heckard,Orobanche californica ssp. feudgei,0.2,0,NA,NA,ORCAF
ANZA099,G,OECA2,Oenothera californica (S. Wats.) S. Wats.,Oenothera californica,0.2,0,NA,NA,OECA2
ANZA099,G,CUFO,Cucurbita foetidissima Kunth,Cucurbita foetidissima,0.2,0,NA,NA,CUFO
ANZA100,G,BRMAR,Bromus madritensis L. ssp. rubens (L.) Husnot,Bromus madritensis ssp. rubens,28,0,NA,NA,BRRU2
ANZA100,S,SAAP2,Salvia apiana Jepson,Salvia apiana,8,0,NA,NA,SAAP2
ANZA100,S,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,4,0,NA,NA,ERFA2
ANZA100,S,QUCO7,Quercus cornelius-mulleri Nixon & Steele,Quercus cornelius-mulleri,4,0,NA,NA,QUCO7
ANZA100,S,VIPA14,Viguiera parishii Greene,Viguiera parishii,4,0,NA,NA,VIPA14
ANZA100,S,PRFR,Prunus fremontii S. Wats.,Prunus fremontii,3,0,NA,NA,PRFR
ANZA100,S,ENVI,Encelia virginensis A. Nels.,Encelia virginensis,2,0,NA,NA,ENVI
ANZA100,S,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,2,0,NA,NA,LOSC2
ANZA100,G,VIPA14,Viguiera parishii Greene,Viguiera parishii,1,0,NA,NA,VIPA14
ANZA100,G,ACCO21,Achnatherum coronatum (Thurb.) Barkworth,Achnatherum coronatum,1,0,NA,NA,ACCO21
ANZA100,G,LOSC2,Lotus scoparius (Nutt.) Ottley,Lotus scoparius,1,0,NA,NA,LOSC2
ANZA100,G,ACSP12,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Achnatherum speciosum,1,0,NA,NA,ACSP12
ANZA100,G,BEIN,Bernardia incana Morton,Bernardia incana,0.2,0,NA,NA,BEMY
ANZA100,G,ENVI,Encelia virginensis A. Nels.,Encelia virginensis,0.2,0,NA,NA,ENVI
ANZA100,G,ARPE2,Arabis perennans S. Wats.,Arabis perennans,0.2,0,NA,NA,ARPE2
ANZA100,S,AGDE,Agave deserti Engelm.,Agave deserti,0.2,0,NA,NA,AGDE
ANZA100,S,BEIN,Bernardia incana Morton,Bernardia incana,0.2,0,NA,NA,BEMY
ANZA100,S,ACGR,Acacia greggii Gray,Acacia greggii,0.2,0,NA,NA,SEGR4
ANZA100,S,EPCA2,Ephedra californica S. Wats.,Ephedra californica,0.2,0,NA,NA,EPCA2
ANZA100,S,RHOV,Rhus ovata S. Wats.,Rhus ovata,0.2,0,NA,NA,RHOV
ANZA100,S,MIBI8,Mirabilis bigelovii Gray,Mirabilis bigelovii,0.2,0,NA,NA,MILAV
ANZA100,S,ERLI6,Ericameria linearifolia (DC.) Urbatsch & Wussow,Ericameria linearifolia,0.2,0,NA,NA,ERLI6
ANZA100,G,ERFA2,Eriogonum fasciculatum Benth.,Eriogonum fasciculatum,0.2,0,NA,NA,ERFA2
ANZA100,G,ARLU,Artemisia ludoviciana Nutt.,Artemisia ludoviciana,0.2,0,NA,NA,ARLU
ANZA100,G,GAAN2,Galium angustifolium Nutt. ex Gray,Galium angustifolium,0.2,0,NA,NA,GAAN2
ANZA100,G,MIBI8,Mirabilis bigelovii Gray,Mirabilis bigelovii,0.2,0,NA,NA,MILAV
ANZA100,G,POSE,Poa secunda J. Presl,Poa secunda,0.2,0,NA,NA,POSE
ANZA100,G,ISME5,Isocoma menziesii (Hook. & Arn.) Nesom,Isocoma menziesii,0.2,0,NA,NA,ISME5
ANZA100,G,ERCO25,Eriophyllum confertiflorum (DC.) Gray,Eriophyllum confertiflorum,0.2,0,NA,NA,ERCO25
ANZA100,G,EREL6,Eriogonum elongatum Benth.,Eriogonum elongatum,0.2,0,NA,NA,EREL6
ANZA100,G,DUSAA,Dudleya saxosa (M.E. Jones) Britt. & Rose ssp. aloides (Rose) Moran,Dudleya saxosa ssp. aloides,0.2,0,NA,NA,DUSAA
ANZA100,G,QUCO7,Quercus cornelius-mulleri Nixon & Steele,Quercus cornelius-mulleri,0.2,0,NA,NA,QUCO7
ANZA100,G,OPBA2,Opuntia basilaris Engelm. & Bigelow,Opuntia basilaris,0.2,0,NA,NA,OPBA2
ANZA100,T,JUCA7,Juniperus californica Carr.,Juniperus californica,0.2,0,NA,NA,JUCA7
ANZA100,S,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,0.2,0,NA,NA,CYEC3
ANZA101,S,LATR2,Larrea tridentata (Sess & Moc. ex DC.) Coville,Larrea tridentata,7,0,NA,NA,LATR2
ANZA101,S,ERIN4,Eriogonum inflatum Torr. & Frm.,Eriogonum inflatum,0.2,0,NA,NA,ERIN4
ANZA101,S,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,0.2,0,NA,NA,CYEC3
ANZA101,G,ERIN4,Eriogonum inflatum Torr. & Frm.,Eriogonum inflatum,0.2,0,NA,NA,ERIN4
ANZA101,T,FOSP2,Fouquieria splendens Engelm.,Fouquieria splendens,0.2,0,NA,NA,FOSP2
ANZA102,S,LATR2,Larrea tridentata (Sess & Moc. ex DC.) Coville,Larrea tridentata,28,0,NA,NA,LATR2
ANZA102,S,KRGR,Krameria grayi Rose & Painter,Krameria grayi,10,0,NA,NA,KRGR
ANZA102,G,SCBA,Schismus barbatus (Loefl. ex L.) Thellung,Schismus barbatus,4,0,NA,NA,SCBA
ANZA102,S,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,3,0,NA,NA,CYEC3
ANZA102,S,AMDU2,Ambrosia dumosa (Gray) Payne,Ambrosia dumosa,3,0,NA,NA,AMDU2
ANZA102,T,FOSP2,Fouquieria splendens Engelm.,Fouquieria splendens,0.2,0,NA,NA,FOSP2
ANZA102,S,ERIN4,Eriogonum inflatum Torr. & Frm.,Eriogonum inflatum,0.2,0,NA,NA,ERIN4
ANZA102,S,OPBI,Opuntia bigelovii Engelm.,Opuntia bigelovii,0.2,0,NA,NA,CYBI9
ANZA102,S,PLRI3,Pleuraphis rigida Thurb.,Pleuraphis rigida,0.2,0,NA,NA,PLRI3
ANZA102,S,FOSP2,Fouquieria splendens Engelm.,Fouquieria splendens,0.2,0,NA,NA,FOSP2
ANZA102,G,ERIN4,Eriogonum inflatum Torr. & Frm.,Eriogonum inflatum,0.2,0,NA,NA,ERIN4
ANZA102,G,MIBI8,Mirabilis bigelovii Gray,Mirabilis bigelovii,0.2,0,NA,NA,MILAV
ANZA102,G,BRTO,Brassica tournefortii Gouan,Brassica tournefortii,0.2,0,NA,NA,BRTO
ANZA102,S,PSSC5,Psorothamnus schottii (Torr.) Barneby,Psorothamnus schottii,0.2,0,NA,NA,PSSC5
ANZA103,G,LATR2,Larrea tridentata (Sess & Moc. ex DC.) Coville,Larrea tridentata,2,0,NA,NA,LATR2
ANZA103,S,LATR2,Larrea tridentata (Sess & Moc. ex DC.) Coville,Larrea tridentata,2,0,NA,NA,LATR2
ANZA103,G,ERIN4,Eriogonum inflatum Torr. & Frm.,Eriogonum inflatum,0.2,0,NA,NA,ERIN4
ANZA103,S,ERIN4,Eriogonum inflatum Torr. & Frm.,Eriogonum inflatum,0.2,0,NA,NA,ERIN4
ANZA103,S,PSSC5,Psorothamnus schottii (Torr.) Barneby,Psorothamnus schottii,0.2,0,NA,NA,PSSC5
ANZA103,S,KRGR,Krameria grayi Rose & Painter,Krameria grayi,0.2,0,NA,NA,KRGR
ANZA103,S,PLRI3,Pleuraphis rigida Thurb.,Pleuraphis rigida,0.2,0,NA,NA,PLRI3
ANZA103,S,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,0.2,0,NA,NA,CYEC3
ANZA103,S,FOSP2,Fouquieria splendens Engelm.,Fouquieria splendens,0.2,0,NA,NA,FOSP2
ANZA103,S,OPBI,Opuntia bigelovii Engelm.,Opuntia bigelovii,0.2,0,NA,NA,CYBI9
ANZA103,G,STPA4,Stephanomeria pauciflora (Torr.) A. Nels.,Stephanomeria pauciflora,0.2,0,NA,NA,STPA4
ANZA103,G,PLANT,Plantago L.,Plantago,0.2,0,NA,NA,PLANT
ANZA103,G,OPEC,Opuntia echinocarpa Engelm. & Bigelow,Opuntia echinocarpa,0.2,0,NA,NA,CYEC3
ANZA103,G,CHPO12,Chamaesyce polycarpa (Benth.) Millsp. ex Parish,Chamaesyce polycarpa,0.2,0,NA,NA,CHPO12
ANZA103,G,AMDU2,Ambrosia dumosa (Gray) Payne,Ambrosia dumosa,0.2,0,NA,NA,AMDU2
